Last updated: 2023-09-22									
Mtg #	Drug Generic Name	Drug Brand Name	Drug Class	FDA-Approved Indications	Pharmacologic Activity	Drug Target	Target Class & Location	Target Normal Role (Physiology)	Mechanism of Action (MOA)
05	fexofenadine	Allegra	antihistamine, second generation	histamine-mediated allergy symptoms (nasal allergies and allergic dermatitis)	reversible orthosteric antagonist	H1R	GPCR expressed on bronchial, GI, and secretory smooth muscle cells, vascular endothelial cells, and neurons (CNS and PNS)	Normally, histamine (HA) is released when mast cells or basophils degranulate in response to allergen. HA binds to H1Rs on the surfaces of vascular ECs, bronchiolar SMCs, and other effector cells. Activation of H1R is signaled via Gaq to increase the intracellular Ca++ concentration. In vascular ECs, that results in cellular contraction and stimulates diffusible production of NO, which stimulates vasodilation. In bronchiolar SMCs, H1R activation results in cellular contraction and bronchoconstrction.	By acting as a reversible, orthosteric antagonist of H1R, antihistamines block activation of H1Rs, reducing bronchoconstriction, vasodilation, vessel permeability, and mucus secretion part of the allergic response
05	loratadine	Claritin	antihistamine, second generation	histamine-mediated allergy symptoms (nasal allergies and allergic dermatitis)	reversible orthosteric antagonist	H1R	GPCR expressed on bronchial, GI, and secretory smooth muscle cells, vascular endothelial cells, and neurons (CNS and PNS)	Normally, histamine (HA) is released when mast cells or basophils degranulate in response to allergen. HA binds to H1Rs on the surfaces of vascular ECs, bronchiolar SMCs, and other effector cells. Activation of H1R is signaled via Gaq to increase the intracellular Ca++ concentration. In vascular ECs, that results in cellular contraction and stimulates diffusible production of NO, which stimulates vasodilation. In bronchiolar SMCs, H1R activation results in cellular contraction and bronchoconstrction.	By acting as a reversible, orthosteric antagonist of H1R, antihistamines block activation of H1Rs, reducing bronchoconstriction, vasodilation, vessel permeability, and mucus secretion part of the allergic response
05	montelukast	Singulair	leukotriene receptor antagonist (LTRA)	allergic rhinitis, asthma	reversible orthosteric antagonist	cysteinyl leukotriene receptor 1 (CysLT1R)	GPCR expressed on bronchial and secretory SMCs, and vascular endothelial cells	Normally, CysLT1 receptors are activated by cysteinyl-leukotrienes to cause contraction of SMCs to protect the airways and to increase vascular permeability as part of the acute inflammatory response.	By acting as reversible, orthosteric antagonists of cysteinyl leukotriene type 1 receptors (CysLT1R) located on bronchiolar SMCs and vascular endothelial cells, LTRAs  block CysLT1R, thereby preventing bronchoconstriction and lung tissue edema which contribute to the signs and symptoms of allergic rhinitis.
06	amoxicillin	Moxatag; Amoxil	antibiotic, beta-lactam	bacterial upper respiratory infections  [this is sufficient for MFDA; note that there are many indications that may be worth capturing from a drug information resource]	irreversible competitive inhibitor	transpeptidase [aka penicillin binding protein (PBP)]	transferase enzyme anchored to the plasma membrane of the bacteria	Transpeptidase catalyzes the cross-linking of peptidoglycan precursors in the bacterial cell wall by recognizing the D-Ala-D-Ala moiety in the precursors. This is an important step in ensuring the structure and stability of the bacterial cell wall.	By irreversibly inhibiting transpeptidase, amoxicillin blocks bacterial cell wall biosynthesis by inhibiting the final transpeptidation step of peptidoglycan synthesis. This kills or stops the growth of bacteria that can cause upper respiratory infections.
06	amoxicillin + clavulanate	Augmentin							
06	piperacillin + tazobactam	Zosyn							
06	vancomycin	Vancocin	antibiotic, glycopeptide	bacterial upper respiratory infections  [this is sufficient for MFDA; note that there are many indications that may be worth capturing from a drug information resource]	N/A [this is slightly tricky; because vancomycin binds to an enzyme substrate, not the enzyme itself, it isn't inhibiting the enzyme, but rather preventing it from being able to bind to its usual target]	D-Ala-D-Ala cell wall precursor	[no target class], found in bacterial cell wall	Transpeptidase catalyzes the cross-linking of peptidoglycan precursors in the bacterial cell wall by recognizing the D-Ala-D-Ala moiety in the precursors. This is an important step in ensuring the structure and stability of the bacterial cell wall.	By binding tightly to the D-Ala-D-Ala moiety of the cell wall precursor, vancomycin sequesters the precursor from transpeptidase, thereby blocking bacterial cell wall biosynthesis by inhibiting the final transpeptidation step of peptidoglycan synthesis. This kills or stops the growth of bacteria that can cause upper respiratory infections.
06	levofloxacin	Levaquin	antibiotic, respiratory fluoroquinolone	bacterial upper respiratory infections  [this is sufficient for MFDA; note that there are many indications that may be worth capturing from a drug information resource]	reversible inhibitor	DNA topoisomerase type II (Gyrase and Topo IV)	DNA topoisomerase, found in the cytoplasm of the bacterial cell	DNA gyrase relieves the winding strain of DNA allowing for DNA replication. This further ultimately allows for bacterial replication.	By inhibiting DNA gyrase and Topo IV, fluoroquinolones block relaxation of coiled DNA and to help break double stranded DNA, preventing bacterial DNA replication and halting cell division
06	azithromycin	Zithromax	antibiotic, macrolide	bacterial upper respiratory infections  [this is sufficient for MFDA; note that there are many indications that may be worth capturing from a drug information resource]	reversible inhibitor	50S ribosomal subunit [near the peptide exit tunnel]	[no target class], found in the cytoplasm of the bacterial cell	The ribosome is required for translation of the genetic code. The two ribosomal subunits assemble, bind to mRNA, and catalyze new peptide bond formation between an amino acid carried by a tRNA and a growing polypeptide chain. These proteins produced are vital for bacterial cell functioning and viability	By binding to the 50S ribosomal subunit near the PTC and peptide exit tunnel, azithromycin inhibits RNA-dependent protein synthesis at the chain elongation step, resulting in blockage of transpeptidation. This prevents bacterial growth and cell division, killing or stopping the growth of bacteria that cause infections
06	doxycycline	Vibramycin	antibiotic, tetracycline	bacterial upper respiratory infections  [this is sufficient for MFDA; note that there are many indications that may be worth capturing from a drug information resource]	reversible inhibitor	30S ribosomal subunit [near the P site tRNA anticodon stem loop]	[no target class], found in the cytoplasm of the bacterial cell	The ribosome is required for translation of the genetic code. The two ribosomal subunits assemble, bind to mRNA, and catalyze new peptide bond formation between an amino acid carried by a tRNA and a growing polypeptide chain. These proteins produced are vital for bacterial cell functioning and viability	By binding with the 30S ribosomal subunit near the P-site tRNA anticodon, doxycycline inhibits protein synthesis, thereby blocking bacterial growth and cell division, killing or stopping the growth of bacteria that cause infections
07	ipratropium	Atrovent HFA	anticholinergic agent [Note that you'll also see "short-acting muscarnic antagonist" or "SAMA" sometimes. For 503, you should use "anticholinergic agent".]	COPD	reversible orthosteric antagonist	muscarinic acetylcholine receptor (mAChR)	GPCR expressed on bronchiolar SMCs	Normally, ACh secreted by parasympathetic neurons activates mAChRs on bronchiolar SMCs to maintain smooth muscle tone in the lung. Binding of ACh to mAChR is signaled via Gαq, which activates PLC to hydrolyze PIP2 to produce IP3 and DAG, both of which stimulate the release of Ca2+ from the sarcoplasmic reticulum. The Ca2+ activates MLCK which stimulates the actin-myosin system for SMC contraction.	The anticholinergic agent acts as a mAChR antagonist, blocking ACh activity at mAChR, thereby stimulating bronchodilation.
07	ipratropium + albuterol	Combivent Respimat; DuoNeb							
07	tiotropium	Spiriva Respimat, Spiriva HandiHaler	anticholinergic agent, long-acting [Note that you'll also see "long-acting muscarnic antagonist" or "LAMA". Those terms are also acceptable.]	asthma; COPD	reversible orthosteric antagonist	muscarinic acetylcholine receptor (mAChR)	GPCR expressed on bronchiolar SMCs	Normally, ACh secreted by parasympathetic neurons activates mAChRs on bronchiolar SMCs to maintain smooth muscle tone in the lung. Binding of ACh to mAChR is signaled via Gαq, which activates PLC to hydrolyze PIP2 to produce IP3 and DAG, both of which stimulate the release of Ca2+ from the sarcoplasmic reticulum. The Ca2+ activates MLCK which stimulates the actin-myosin system for SMC contraction.	The anticholinergic agent acts as a mAChR antagonist, blocking ACh activity at mAChR, thereby stimulating bronchodilation.
07	albuterol	Ventolin HFA; Proventil HFA; Proair Respiclick; Proair DigiHaler	beta-2 agonist [Note that you'll also see "short-acting beta-2 agonist" or "SABA" sometimes. For 503, you should use "beta-2 agonist".]	asthma	agonist	beta-2 adrenergic receptor (AR) 	GPCR expressed on bronchiolar SMCs	Normally, Epi secreted by the adrenal medulla activates beta-2 AR expressed on bronchiolar SMCs. Binding is signaled via Gαs to activate AC and increase the concentration of cAMP. In turn, cAMP activates PKA, which activates myosin light-chain phosphatase (MLCP) to deactivate the actin-myosin system. This allows bronchiolar SMC relaxation and bronchodilation, increasing airflow in the bronchioles.	The beta-2 AR agonist mimics the activity of Epi to increase bronchiolar SMC relaxation and cause bronchodilation and to relieve the reduced airway caliber that is symptomatic of asthma.
07	formoterol	Perforomist	beta-2 agonist, long-acting (LABA)	COPD	agonist	beta-2 adrenergic receptor (AR) 	GPCR expressed on bronchiolar SMCs	Normally, Epi secreted by the adrenal medulla activates beta-2 AR expressed on bronchiolar SMCs. Binding is signaled via Gαs to activate AC and increase the concentration of cAMP. In turn, cAMP activates PKA, which activates myosin light-chain phosphatase (MLCP) to deactivate the actin-myosin system. This allows bronchiolar SMC relaxation and bronchodilation, increasing airflow in the bronchioles.	The beta-2 AR agonist mimics the activity of Epi to increase bronchiolar SMC relaxation and cause bronchodilation and to relieve the reduced airway caliber that is symptomatic of asthma.
07	salmeterol	Serevent Diskus	beta-2 agonist, long-acting (LABA)	asthma; COPD [also: bronchspasm in patients with reversible obstructive airway disease (e.g., asthma); exercise-induced bronchospam]	agonist	beta-2 adrenergic receptor (AR) 	GPCR expressed on bronchiolar SMCs	Normally, Epi secreted by the adrenal medulla activates beta-2 AR expressed on bronchiolar SMCs. Binding is signaled via Gαs to activate AC and increase the concentration of cAMP. In turn, cAMP activates PKA, which activates myosin light-chain phosphatase (MLCP) to deactivate the actin-myosin system. This allows bronchiolar SMC relaxation and bronchodilation, increasing airflow in the bronchioles.	The beta-2 AR agonist mimics the activity of Epi to reduce bronchiolar SMC relaxation and cause bronchodilation and  to relieve the reduced airway caliber that is symptomatic of asthma.
07	budesonide	Pulmicort; Pulmicort Flexhaler	inhaled corticosteroid (ICS)	asthma	agonist	glucocorticoid receptor (GR)	steroid hormone nuclear receptor, widely expressed in a variety of cell types	Normally, cortisol binds to the glucocorticoid receptor (GR) and modulates gene expression to inhibit the master inflammation regulator NFkB, and prevents the activation of pro-inflammatory genes.	A GR agonist stimulates pleiotropic physiologic effects that attenuate inflammatory processes
07	budesonide + formoterol	Symbicort							
07	fluticasone	Flonase; Veramyst; Flovent Diskus; Flovent HFA	inhaled corticosteroid (ICS)	asthma	agonist	glucocorticoid receptor (GR)	steroid hormone nuclear receptor, widely expressed in a variety of cell types	Normally, cortisol binds to the glucocorticoid receptor (GR) and modulates gene expression to inhibit the master inflammation regulator NFkB, and prevents the activation of pro-inflammatory genes.	A GR agonist stimulates pleiotropic physiologic effects that attenuate inflammatory processes
07	fluticasone + salmeterol	Advair Diskus; Advair HFA							
07	mometasone	Asmanex HFA	inhaled corticosteroid (ICS)	asthma	agonist	glucocorticoid receptor (GR)	steroid hormone nuclear receptor, widely expressed in a variety of cell types	Normally, cortisol binds to the glucocorticoid receptor (GR) and modulates gene expression to inhibit the master inflammation regulator NFkB, and prevents the activation of pro-inflammatory genes.	A GR agonist stimulates pleiotropic physiologic effects that attenuate inflammatory processes
09	insulin aspart	Novolog, Fiasp	insulin, rapid-acting	diabetes mellitus, types 1 and 2	agonist	insulin receptor (IR)			
09	insulin glargine	Lantus, Toujeo (SoloStar)	insulin, long-acting	diabetes mellitus, types 1 and 2	agonist	insulin receptor (IR)			
09	insulin lispro	Humalog	insulin, rapid-acting	diabetes mellitus, types 1 and 2	agonist	insulin receptor (IR)			
09	liraglutide	Victoza, Saxenda	antidiabetic agent, glucagon-like peptide-1 receptor agonist	diabetes mellitus, type 2 (Victoza); chronic weight management (Saxenda)	agonist	glucagon-like-peptide-1 receptor (GLP-1R)			
09	semaglutide	Ozempic, Wegovy, Rybelsus	antidiabetic agent, glucagon-like peptide-1 receptor agonist	diabetes mellitus, type 2 (Ozempic, Rybelsus); chronic weight management (Wegovy)	agonist	glucagon-like-peptide-1 receptor (GLP-1R)			
10	glimepiride	Amaryl	antidiabetic agent, sulfonylurea	diabetes mellitus, type 2 (T2DM)	reversible allosteric blocker 	ATP-sensitive K+ channel (K(ATP)) [specifically, the SUR subunit]			
10	glyburide	Diabeta, Glynase	antidiabetic agent, sulfonylurea	diabetes mellitus, type 2 (T2DM)	reversible allosteric blocker 	ATP-sensitive K+ channel (K(ATP)) [specifically, the SUR subunit]			
10	glipizide	Glucotrol, Glucotrol XL	antidiabetic agent, sulfonylurea	diabetes mellitus, type 2 (T2DM)	reversible allosteric blocker 	ATP-sensitive K+ channel (K(ATP)) [specifically, the SUR subunit]			
10	dapagliflozin	Farxiga	antidiabetic agent, SGLT2 inhibitor 	diabetes mellitus, type 2 (T2DM)	reversible inhibitor [Note: this is correct the way it is!]	sodium-glucose cotransporter 2 (SGLT2)			
10	empagliflozin	Jardiance	antidiabetic agent, SGLT2 inhibitor 	diabetes mellitus, type 2 (T2DM)	reversible inhibitor [Note: this is correct the way it is!]	sodium-glucose cotransporter 2 (SGLT2)			
10	metformin	Glucophage, Glumetza, Riomet	antidiabetic agent, biguanide 	diabetes mellitus, type 2 (T2DM)	activator	AMP-activated protein kinase (AMPK)			
10	metformin + sitagliptin	Janumet							
